time,T_flow_in,T_flow_out,bypass_fraction,core_balance,coupling_its_primary,e_flow_in_m,e_flow_out,h,inlet_mdot,inlet_temp_fluid,inlet_vel_y_pp,mass_flow_OR,mass_flow_out,mass_flow_plenum,max_Tf,max_vy,num_fixed_point,outlet_pressure,plenum_fraction,power,pressure_drop,pressure_in
-200000,-0,873.15,0,0,0,0,8575233563.1164,0,976,873.15,0.2960766880296,2694.361144661,4064.996438599,842.90405776936,0,0,0,200000,0,236687756.50496,0,200000
-199999.85,873.15000099772,873.24120870007,0.47055773087286,236472684.93061,1,-2058901672.7526,2059116744.327,0.27052069320789,976,873.15,0.2960766880296,459.2643458567,976.00000111524,421.7444573468,874.87085895191,0.21196128231601,0,200000,0.43211522219763,236687756.50496,-110130.78616649,310130.78616649
-199999.55,873.15000099772,873.2867990399,0.14658527101567,236365182.17972,1,-2058901672.7526,2059224247.0779,0.27052069320789,976,873.15,0.2960766880296,143.06722467478,976.00000111524,782.13210393739,877.73888245884,0.27601265018749,0,200000,0.8013648596759,236687756.50496,-163654.92997497,363654.92997497
-199998.95,873.15000099772,873.6613280102,0.044073110818052,235482036.87427,1,-2058901672.7526,2060107392.3833,0.27052069320789,976,873.15,0.2960766880296,43.015356207571,976.00000111524,931.75714508981,882.09489246348,0.33137205890007,0,200000,0.95466920494377,236687756.50496,-162785.59617596,362785.59617596
-199997.75,873.15000099772,876.60273995115,0.014357497274781,228546140.447,1,-2058901672.7526,2067043288.8106,0.27052069320789,976,873.15,0.2960766880296,14.012917356198,976.00000111524,980.85761033479,889.15448311194,0.35016948510484,0,200000,1.0049770586209,236687756.50496,-162456.37317651,362456.37317651
-199995.35,873.15000099772,884.60971741511,0.0077582153238203,209665559.45377,1,-2058901672.7526,2085923869.8038,0.27052069320789,976,873.15,0.2960766880296,7.5720181647009,976.00000111524,990.31798280751,903.1783873107,0.35277588137182,0,200000,1.0146700631925,236687756.50496,-162124.5585225,362124.5585225
-199990.55,873.15000099772,898.59238769539,0.0042959389605099,176694199.17247,1,-2058901672.7526,2118895230.0851,0.27052069320789,976,873.15,0.2960766880296,4.1928364302487,976.00000111524,993.00327383425,929.77227835052,0.35238332885534,0,200000,1.0174213859627,236687756.50496,-161695.39953012,361695.39953012
-199980.95,873.15000099772,918.66579018319,0.00017275861343405,129360794.87772,1,-2058901672.7526,2166228634.3799,0.27052069320789,976,873.15,0.2960766880296,0.1686124069043,976.00000111524,994.3659875191,973.83130023415,0.35078724393437,0,200000,1.0188176089988,236687756.50496,-161223.03916835,361223.03916835
-199961.75,873.15000099772,939.84437313084,-0.003415182497156,79421357.372769,1,-2058901672.7526,2216168071.8848,0.27052069320789,976,873.15,0.2960766880296,-3.333218121033,976.00000111524,990.75777663647,1035.809631294,0.34959893787015,0,200000,1.0151206716233,236687756.50496,-160870.61431685,360870.61431685
-199923.35,873.15000099772,953.34836194385,-0.0053759534893602,47578735.651475,1,-2058901672.7526,2248010693.6061,0.27052069320789,976,873.15,0.2960766880296,-5.246930611611,976.00000111524,988.6112800554,1092.6029465432,0.35085416768733,0,200000,1.012921392342,236687756.50496,-160733.73459953,360733.73459953
-199846.55,873.15000099772,959.49652883736,-0.006382248868583,33081259.729361,1,-2058901672.7526,2262508169.5282,0.27052069320789,976,873.15,0.2960766880296,-6.2290749028547,976.00000111524,988.72961428927,1110.8786062602,0.35176127778859,0,200000,1.0130426364339,236687756.50496,-160724.96512456,360724.96512456
-199692.95,873.15000099772,964.26856553543,-0.0070499840540216,21828720.829865,1,-2058901672.7526,2273760708.4277,0.27052069320789,976,873.15,0.2960766880296,-6.8807844445875,976.00000111524,989.74069109851,1115.6062448264,0.35266953817462,0,200000,1.0140785757864,236687756.50496,-160752.11722141,360752.11722141
-199385.75,873.15000099772,969.24427050598,-0.0064618289217896,10095928.884613,1,-2058901672.7526,2285493500.373,0.27052069320789,976,873.15,0.2960766880296,-6.3067450348731,976.00000111524,990.97466497515,1115.9504633592,0.3533944199267,0,200000,1.0153428932816,236687756.50496,-160784.52560867,360784.52560867
-198771.35,873.15000099772,973.17562787545,-0.0019734790380197,825725.29509932,1,-2058901672.7526,2294763703.9625,0.27052069320789,976,873.15,0.2960766880296,-1.9261155433081,976.00000111524,990.94760516509,1109.3247971078,0.35338302131189,0,200000,1.0153151680664,236687756.50496,-160815.60804639,360815.60804639
-197542.55,873.15000099772,974.05528262805,0.00088432579670421,-1248514.688385,1,-2058901672.7526,2296837943.946,0.27052069320789,976,873.15,0.2960766880296,0.86310197856955,976.00000111524,989.29094746717,1104.9271191209,0.35310357560045,0,200000,1.013617772886,236687756.50496,-160837.67038074,360837.67038074
-195084.95,873.15000099772,973.60876165064,0.0019335725137052,-195611.07812256,1,-2058901672.7526,2295785040.3357,0.27052069320789,976,873.15,0.2960766880296,1.8871667755327,976.00000111524,987.67408021414,1103.4560903762,0.35285129611546,0,200000,1.0119611466041,236687756.50496,-160848.47819249,360848.47819249
-190169.75,873.15000099772,973.3061016104,0.0022932408895199,518066.14015061,1,-2058901672.7526,2295071363.1174,0.27052069320789,976,873.15,0.2960766880296,2.2382031107289,976.00000111524,986.86783012358,1103.1277777751,0.35272505419989,0,200000,1.0111350706925,236687756.50496,-160851.25215917,360851.25215917
-180339.35,873.15000099772,973.23897198102,0.0023861587658246,676358.8804751,1,-2058901672.7526,2294913070.3771,0.27052069320789,976,873.15,0.2960766880296,2.328890958106,976.00000111524,986.64743953988,1103.2016989901,0.35269323838157,0,200000,1.0109092606685,236687756.50496,-160851.51512449,360851.51512449
-160678.55,873.15000099772,973.23768176644,0.0024007173616646,679401.22709996,1,-2058901672.7526,2294910028.0305,0.27052069320789,976,873.15,0.2960766880296,2.343100147662,976.00000111524,986.60183436796,1103.4840097301,0.35268653085311,0,200000,1.010862534058,236687756.50496,-160851.47369804,360851.47369804
-140678.55,873.15000099772,973.24317221551,0.0024016818687623,666454.66034275,1,-2058901672.7526,2294922974.5973,0.27052069320789,976,873.15,0.2960766880296,2.3440415065904,976.00000111524,986.5873306017,1103.7278471059,0.35268428348634,0,200000,1.0108476736418,236687756.50496,-160851.43948956,360851.43948956
-120678.55,873.15000099772,973.2482463076,0.0024016504351204,654489.86998564,1,-2058901672.7526,2294934939.3876,0.27052069320789,976,873.15,0.2960766880296,2.3440108273559,976.00000111524,986.57693046591,1103.9274009298,0.35268272795475,0,200000,1.0108370177649,236687756.50496,-160851.41452741,360851.41452741
-100678.55,873.15000099772,973.25258854925,0.0024016528766874,644250.79468495,1,-2058901672.7526,2294945178.4629,0.27052069320789,976,873.15,0.2960766880296,2.3440132103254,976.00000111524,986.56810848564,1104.0926347953,0.3526814796911,0,200000,1.0108279788507,236687756.50496,-160851.39677095,360851.39677095
-80678.55,873.15000099772,973.25626863267,0.0024017535022138,635573.09909779,1,-2058901672.7526,2294953856.1585,0.27052069320789,976,873.15,0.2960766880296,2.3441114208392,976.00000111524,986.56038800056,1104.2315026163,0.35268044452719,0,200000,1.0108200685177,236687756.50496,-160851.38567432,360851.38567432
-60678.55,873.15000099772,973.2593644198,0.0024019417195399,628273.18351036,1,-2058901672.7526,2294961156.0741,0.27052069320789,976,873.15,0.2960766880296,2.3442951209497,976.00000111524,986.55352839133,1104.349831858,0.35267956904364,0,200000,1.0108130402295,236687756.50496,-160851.38085564,360851.38085564
-40678.55,873.15000099772,973.26194277836,0.0024022036430379,622193.37274843,1,-2058901672.7526,2294967235.8848,0.27052069320789,976,873.15,0.2960766880296,2.3445507582841,976.00000111524,986.54736009072,1104.4519134924,0.35267881559357,0,200000,1.0108067202494,236687756.50496,-160851.381917,360851.381917
-20678.55,873.15000099772,973.2640616246,0.0024025272351016,617197.09942442,1,-2058901672.7526,2294972232.1582,0.27052069320789,976,873.15,0.2960766880296,2.3448665841386,976.00000111524,986.54175638195,1104.5409519821,0.35267815664434,0,200000,1.0108009787445,236687756.50496,-160851.38842995,360851.38842995
-678.55000000002,873.15000099772,973.26577211384,0.0024029022555389,613163.73841387,1,-2058901672.7526,2294976265.5192,0.27052069320789,976,873.15,0.2960766880296,2.3452326040858,976.00000111524,986.53662078859,1104.6193758948,0.35267757179739,0,200000,1.0107957168661,236687756.50496,-160851.39994276,360851.39994276
-300,873.15000099772,973.26584305468,0.0024055616619843,612996.45877272,1,-2058901672.7526,2294976432.7988,0.27052069320789,976,873.15,0.2960766880296,2.3478281847794,976.00000111524,986.53154075668,1104.6271070138,0.35267797983473,0,200000,1.0107905119154,236687756.50496,-160851.37697515,360851.37697515
-100,873.15000099772,973.26589202551,0.0024079731055994,612880.98477751,1,-2058901672.7526,2294976548.2728,0.27052069320789,976,873.15,0.2960766880296,2.3501817537505,976.00000111524,986.52696191417,1104.6335896122,0.35267835343255,0,200000,1.0107858204784,236687756.50496,-160851.35610456,360851.35610456
-99,873.15000099772,973.16742931752,0.0033644537929455,845057.62589985,1,-2058901672.7526,2294744371.6317,0.27052069320789,976,873.15,0.2960766880296,3.283706905667,976.00000111524,985.1893400558,1104.7036112497,0.3520531018633,0,200000,1.0094153062808,236687756.50496,-160848.35210453,360848.35210453
-98,873.15000099772,973.16173256954,0.0034843788752235,858490.64878088,1,-2058901672.7526,2294730938.6088,0.27052069320789,976,873.15,0.2960766880296,3.4007537861041,976.00000111524,984.96689363933,1104.820104722,0.35188477843016,0,200000,1.0091873898707,236687756.50496,-160849.56598311,360849.56598311
-97,873.15000099772,973.16786573021,0.0034921462166451,844028.55778414,1,-2058901672.7526,2294745400.6998,0.27052069320789,976,873.15,0.2960766880296,3.4083347113402,976.00000111524,984.90160711062,1104.9352398719,0.35180374390233,0,200000,1.0091204979357,236687756.50496,-160849.38905655,360849.38905655
-96,873.15000099772,973.18760154775,0.003485450430883,797491.18419081,1,-2058901672.7526,2294791938.0734,0.27052069320789,976,873.15,0.2960766880296,3.4017996244289,976.00000111524,984.87588601917,1105.0354524177,0.35175044568012,0,200000,1.0090941443584,236687756.50496,-160849.26086134,360849.26086134
-95,873.15000099772,973.21230538618,0.0034780785654482,739239.13785321,1,-2058901672.7526,2294850190.1197,0.27052069320789,976,873.15,0.2960766880296,3.3946046837564,976.00000111524,984.86407498461,1105.1195454627,0.35171567267924,0,200000,1.0090820428886,236687756.50496,-160849.19337055,360849.19337055
-94,873.15000099772,973.23386038764,0.0034720951640871,688412.09947687,1,-2058901672.7526,2294901017.1581,0.27052069320789,976,873.15,0.2960766880296,3.3887648840212,976.00000111524,984.85763678169,1105.1899085453,0.35169471308683,0,200000,1.0090754463692,236687756.50496,-160849.1575799,360849.1575799
-93,873.15000099772,973.24921753848,0.0034676531375636,652199.69203717,1,-2058901672.7526,2294937229.5656,0.27052069320789,976,873.15,0.2960766880296,3.3844294661294,976.00000111524,984.85316949698,1105.2493900078,0.35168294648689,0,200000,1.0090708692332,236687756.50496,-160849.13907826,360849.13907826
-92,873.15000099772,973.25886260576,0.0034644388751302,629456.46904665,1,-2058901672.7526,2294959972.7886,0.27052069320789,976,873.15,0.2960766880296,3.3812923459908,976.00000111524,984.8494475189,1105.3003948935,0.35167672060844,0,200000,1.0090670557311,236687756.50496,-160849.12982491,360849.12982491
-91,873.15000099772,973.26448146449,0.0034620635098838,616207.11023718,1,-2058901672.7526,2294973222.1474,0.27052069320789,976,873.15,0.2960766880296,3.3789739895076,976.00000111524,984.84613451175,1105.3447547434,0.35167360511395,0,200000,1.0090636612566,236687756.50496,-160849.12492401,360849.12492401
-90,873.15000099772,973.26766273603,0.0034602121467293,608705.62103516,1,-2058901672.7526,2294980723.6366,0.27052069320789,976,873.15,0.2960766880296,3.3771670590668,976.00000111524,984.84317824075,1105.3838161101,0.35167213974629,0,200000,1.0090606322904,236687756.50496,-160849.12162259,360849.12162259
-89,873.15000099772,973.26951096816,0.0034586750289531,604347.46010453,1,-2058901672.7526,2294985081.7975,0.27052069320789,976,873.15,0.2960766880296,3.3756668321155,976.00000111524,984.84057609011,1105.4185620286,0.35167150452964,0,200000,1.0090579661524,236687756.50496,-160849.11858261,360849.11858261
-88,873.15000099772,973.27068239843,0.0034573285091591,601585.20876509,1,-2058901672.7526,2294987844.0488,0.27052069320789,976,873.15,0.2960766880296,3.3743526287951,976.00000111524,984.83831172598,1105.4497151821,0.35167126319868,0,200000,1.0090556461072,236687756.50496,-160849.11527931,360849.11527931
-87,873.15000099772,973.2715289566,0.0034561057200592,599589.01105791,1,-2058901672.7526,2294989840.2465,0.27052069320789,976,873.15,0.2960766880296,3.3731591866322,976.00000111524,984.8363519845,1105.4778150394,0.35167119524379,0,200000,1.0090536381754,236687756.50496,-160849.11159234,360849.11159234
-86,873.15000099772,973.27222529837,0.0034549727655386,597947.02602917,1,-2058901672.7526,2294991482.2316,0.27052069320789,976,873.15,0.2960766880296,3.3720534230188,976.00000111524,984.83465661591,1105.5032728286,0.35167119535101,0,200000,1.0090519011174,236687756.50496,-160849.107572,360849.107572
-85,873.15000099772,973.27285230247,0.0034539132513677,596468.54031712,1,-2058901672.7526,2294992960.7173,0.27052069320789,976,873.15,0.2960766880296,3.3710193371869,976.00000111524,984.83318613445,1105.5264098976,0.35167121675247,0,200000,1.0090503944766,236687756.50496,-160849.10332293,360849.10332293
-84,873.15000099772,973.27344462965,0.0034529193924712,595071.82334572,1,-2058901672.7526,2294994357.4343,0.27052069320789,976,873.15,0.2960766880296,3.3700493309027,976.00000111524,984.83190563128,1105.5474841782,0.35167124088322,0,200000,1.0090490824856,236687756.50496,-160849.09895343,360849.09895343
-83,873.15000099772,973.27401550772,0.0034519872996452,593725.68372828,1,-2058901672.7526,2294995703.5739,0.27052069320789,976,873.15,0.2960766880296,3.3691396083035,976.00000111524,984.83078578974,1105.5667083084,0.35167126188201,0,200000,1.009047935107,236687756.50496,-160849.09455731,360849.09455731
-82,873.15000099772,973.27456884995,0.0034511146357607,592420.89390188,1,-2058901672.7526,2294997008.3637,0.27052069320789,976,873.15,0.2960766880296,3.3682878883512,976.00000111524,984.82980252559,1105.5842619774,0.3516712790608,0,200000,1.0090469276642,236687756.50496,-160849.09020984,360849.09020984
-81,873.15000099772,973.27510487472,0.0034502995226569,591156.9389115,1,-2058901672.7526,2294998272.3187,0.27052069320789,976,873.15,0.2960766880296,3.367492337961,976.00000111524,984.82893615061,1105.6003003165,0.35167129345974,0,200000,1.0090460399849,236687756.50496,-160849.08596907,360849.08596907
-80,873.15000099772,973.27562257714,0.0034495400753369,589936.18832833,1,-2058901672.7526,2294999493.0693,0.27052069320789,976,873.15,0.2960766880296,3.3667511173758,976.00000111524,984.82817049681,1105.6149596085,0.35167130640168,0,200000,1.0090452555036,236687756.50496,-160849.08187859,360849.08187859
-79,873.15000099772,973.2761207457,0.0034488342371585,588761.49888808,1,-2058901672.7526,2295000667.7587,0.27052069320789,976,873.15,0.2960766880296,3.3660622193129,976.00000111524,984.8274921661,1105.6283611979,0.35167131897388,0,200000,1.0090445604926,236687756.50496,-160849.07797041,360849.07797041
-78,873.15000099772,973.2765984182,0.0034481797589327,587635.13947827,1,-2058901672.7526,2295001794.1181,0.27052069320789,976,873.15,0.2960766880296,3.3654234485639,976.00000111524,984.82688982992,1105.6406143678,0.35167133188585,0,200000,1.0090439433449,236687756.50496,-160849.074267,360849.074267
-77,873.15000099772,973.27705469914,0.0034475742177915,586559.22172362,1,-2058901672.7526,2295002870.0359,0.27052069320789,976,873.15,0.2960766880296,3.3648324404093,976.00000111524,984.82635415844,1105.6518177409,0.35167134559066,0,200000,1.0090433945011,236687756.50496,-160849.07078413,360849.07078413
-76,873.15000099772,973.27748911327,0.0034470150694643,585534.86626154,1,-2058901672.7526,2295003894.3913,0.27052069320789,976,873.15,0.2960766880296,3.3642867116415,976.00000111524,984.82587703432,1105.6620611834,0.35167136024727,0,200000,1.0090429056445,236687756.50496,-160849.06753113,360849.06753113
-75,873.15000099772,973.27790142487,0.0034464997024712,584562.62890393,1,-2058901672.7526,2295004866.6287,0.27052069320789,976,873.15,0.2960766880296,3.3637837134556,976.00000111524,984.82545148284,1105.671426737,0.35167137585653,0,200000,1.0090424696286,236687756.50496,-160849.06451269,360849.06451269
-74,873.15000099772,973.27829160517,0.0034460254905652,583642.57751089,1,-2058901672.7526,2295005786.6801,0.27052069320789,976,873.15,0.2960766880296,3.3633208826348,976.00000111524,984.82507147878,1105.6799894143,0.35167139231904,0,200000,1.0090420802802,236687756.50496,-160849.0617297,360849.0617297
-73,873.15000099772,973.27865979867,0.003445589832154,582774.37134749,1,-2058901672.7526,2295006654.8863,0.27052069320789,976,873.15,0.2960766880296,3.3628956800249,976.00000111524,984.82473179108,1105.6878178601,0.35167140947877,0,200000,1.0090417322395,236687756.50496,-160849.05918001,360849.05918001
-72,873.15000099772,973.27900629479,0.0034451901820383,581957.32795388,1,-2058901672.7526,2295007471.9296,0.27052069320789,976,873.15,0.2960766880296,3.3625056215116,976.00000111524,984.8244278604,1105.6949749158,0.35167142715411,0,200000,1.0090414208351,236687756.50496,-160849.05685903,360849.05685903
-71,873.15000099772,973.27933150402,0.0034448240756965,581190.47939211,1,-2058901672.7526,2295008238.7782,0.27052069320789,976,873.15,0.2960766880296,3.3621483017216,976.00000111524,984.82415570087,1105.7015181113,0.35167144515846,0,200000,1.0090411419831,236687756.50496,-160849.05476029,360849.05476029
-70,873.15000099772,973.27963593775,0.0034444891468995,580472.61978298,1,-2058901672.7526,2295008956.6378,0.27052069320789,976,873.15,0.2960766880296,3.3618214112154,976.00000111524,984.82391181936,1105.7075001055,0.35167146331301,0,200000,1.0090408921045,236687756.50496,-160849.05287585,360849.05287585
-69,873.15000099772,973.2799201908,0.0034441831398029,579802.34653002,1,-2058901672.7526,2295009626.9111,0.27052069320789,976,873.15,0.2960766880296,3.3615227482887,976.00000111524,984.82369314826,1105.712969084,0.35167148145418,0,200000,1.0090406680563,236687756.50496,-160849.0511967,360849.0511967
